Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005790~smooth endoplasmic reticulum	11	2.70935960591133	1.1152360862167146E-9	PDIA3, DNAJC3, PRDX4, HSPA5, CANX, SYVN1, HYOU1, CALR, PDIA6, PDIA4, HSP90B1	386	23	11609	14.383757603063753	4.438638797621408E-7	2.2193198115712622E-7	2.141253285536092E-7
GOTERM_MF_DIRECT	GO:0008395~steroid hydroxylase activity	9	2.2167487684729066	3.99998623075298E-9	CYP39A1, CYP2C37, CYP2B10, CYP2A22, CYP2C50, CYP3A13, CYP2C29, CYP2C39, CYP2C38	385	14	11355	18.960111317254174	3.027984998626998E-6	3.364432862977785E-7	3.279988709217444E-7
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	29	7.142857142857142	5.578518298876283E-9	MAOB, RETSAT, RDH9, AKR1D1, CYP3A13, HSD17B12, CYP3A59, CYP2C39, CYP2C38, CYP2C37, ADH4, PRDX4, SPR, CYP2B10, CYP2C50, AOX1, HAO1, NQO2, MECR, MDH2, GSR, CYP3A25, CYP2C29, CYP2D26, RDH16F2, ALDH6A1, CYP2A22, ALDH1A1, CYP2E1	385	234	11355	3.6551781551781555	4.222929458896907E-6	4.222938352249346E-7	4.1169465045706965E-7
GOTERM_MF_DIRECT	GO:0008391~arachidonate monooxygenase activity	10	2.4630541871921183	6.364608932874893E-9	CYP2C37, CYP2C69, CYP2C68, CYP2C54, CYP4A10, CYP2C50, CYP4A14, CYP2C29, CYP2C39, CYP2C38	385	20	11355	14.746753246753249	4.81799738460964E-6	4.380008147442085E-7	4.2700739931469735E-7
GOTERM_CC_DIRECT	GO:0043231~intracellular membrane-bounded organelle	19	4.679802955665025	1.0563351397332355E-8	CYP2J6, CYP4A10, CYP4A14, CYP2C29, CYP2C39, CYP2C38, CYP2D26, CYP2B9, CYP2C37, CYP39A1, CYP2C69, CYP2C68, ADAP2, CYP2C54, CYP2B10, CYP2A22, CYP2C50, CYP2E1, CYP2F2	386	106	11609	5.390825105093363	4.2042050479862425E-6	1.2239051707204324E-6	1.1808532300418243E-6
GOTERM_CC_DIRECT	GO:0034663~endoplasmic reticulum chaperone complex	8	1.9704433497536946	1.2300554479602336E-8	SDF2L1, UGT1A1, HSPA5, DNAJB11, HYOU1, PDIA6, PDIA4, HSP90B1	386	11	11609	21.872821479039096	4.895608723187728E-6	1.2239051707204324E-6	1.1808532300418243E-6
KEGG_PATHWAY	mmu01100:Metabolic pathways	95	23.39901477832512	2.4891442491691568E-8	DMGDH, RDH9, GLDC, DPYS, TREH, CPOX, ABAT, CYP3A13, CYP3A59, CYP2C39, CYP2C38, GMPPB, CYP2C37, CYP26B1, LIPC, SPR, CYP2B10, AOX1, HMGCS2, CAR8, ACADM, PLA2G12A, ST6GAL1, ATP6V1G1, SDS, CERS6, MECR, PCYT2, HGD, UGT1A1, CHPF2, CYP4A10, ENTPD5, NDUFC2, CYP4A14, MAT1A, RDH16F2, NDUFS5, ALDH1A1, HMBS, NDUFS4, RGN, AMY1, CYP2E1, ACOT4, ACOT3, ATP6V1A, IDI1, DDC, MTMR2, NNMT, MAOB, MGST3, AKR1D1, HSD17B12, ACNAT2, ACNAT1, ACAT1, CYP2B9, SELENBP1, ADH4, ATP5F1A, SRR, SULT1E1, CYP2C54, CBS, CYP2C50, HAO1, CHSY3, ST3GAL1, NQO1, CYP2J6, MDH2, EPHX2, GSR, GFPT1, IDH2, FMO1, FMO2, FMO3, CYP3A25, CYP2C29, ETNPPL, CS, CYP2C69, HAL, ALDH6A1, CYP2C68, VNN1, UCK1, GSTA2, CYP2A22, KYAT3, STT3B, GCLM	247	1260	5496	1.6776556776556777	7.2682748755159565E-6	1.2113835345956562E-6	1.1657492233608884E-6
GOTERM_MF_DIRECT	GO:0101020~estrogen 16-alpha-hydroxylase activity	8	1.9704433497536946	3.278274570201857E-8	CYP2C37, CYP2C69, CYP2C68, CYP2C54, CYP2C50, CYP3A13, CYP3A25, CYP3A59	385	12	11355	19.662337662337663	2.4816231004365363E-5	2.068044874702338E-6	2.016138860674142E-6
UP_KW_DOMAIN	KW-0732~Signal	101	24.876847290640395	3.5605977849821595E-8	ERO1B, HP, CDH4, TMEM267, EDNRB, LIPC, IGFBP1, PDIA3, CXADR, HGF, ENTPD5, TEX2, PDIA6, PRLR, PDIA4, RDH16F2, STIM1, SELENOP, DNAJB11, AMY1, IGFALS, RETSAT, MTTP, SEL1L, ILDR2, A1BG, HSP90B1, C3, PRDX4, PODXL, APOH, MUG1, PLXNA2, MLEC, UGT3A2, APOB, FGF21, BTNL9, SDF2L1, HSPA5, RARRES2, INHBB, SERPINA3M, CYP2C29, INHBC, MANF, VNN1, HYOU1, CALR, HRG, PIGR, FLT1, RDH9, TREH, MIA3, MAGT1, VLDLR, SERPINA6, ORM3, CYP2C39, CYP2C38, CYP2C37, CYP2B10, LBP, TMED7, CTSC, HTATIP2, PLA2G12A, UGT1A1, CHPF2, BGN, LSR, DNAJC3, ADGRF5, CANX, MMP19, CDHR5, CRELD2, PCYOX1, APCS, ITIH3, FGL1, PON1, LCAT, HSPA13, MESD, CYP2C54, CREG1, CYP2C50, UGGT1, JAM2, BCHE, C1RA, GDF15, AGT, SULF2, CYP2C69, CYP2C68, CES1B, CYP2A22, CES1G	268	1767	7714	1.6452415342641629	9.257550116492652E-7	9.257554240953615E-7	9.257554240953615E-7
GOTERM_BP_DIRECT	GO:0042178~xenobiotic catabolic process	11	2.70935960591133	5.751759971072419E-8	CYP2B9, CYP2C37, CYP2C69, CYP2C68, ABCC2, CYP2C54, CYP2B10, CYP2C50, CYP2C29, CYP2C39, CYP2C38	388	32	11449	10.143282860824742	1.290036581117482E-4	3.225299403778859E-5	3.1965406039234966E-5
GOTERM_BP_DIRECT	GO:0036503~ERAD pathway	16	3.9408866995073892	8.272040617893013E-8	VCP, SDF2L1, HSPA5, EDEM1, DERL3, SEL1L, SYVN1, UBE4A, HSP90B1, HERPUD1, SELENOS, CANX, STT3B, CALR, UBXN4, UBQLN2	388	82	11449	5.757606235856173	1.8552466693178005E-4	3.710837421186806E-5	3.677749258715234E-5
GOTERM_CC_DIRECT	GO:0005788~endoplasmic reticulum lumen	17	4.1871921182266005	9.199353114377068E-8	PDIA3, BCHE, ERO1B, SDF2L1, UGT1A1, HSPA5, ENTPD5, PDIA6, HSP90B1, PDIA4, MANF, DNAJC3, CES1G, DNAJB11, HYOU1, CALR, UGGT1	386	96	11609	5.3258041882556135	3.661275680899578E-5	7.322685079044146E-6	7.065103191841588E-6
KEGG_PATHWAY	mmu05204:Chemical carcinogenesis - DNA adducts	16	3.9408866995073892	1.0567027856220607E-7	UGT1A1, MGST3, CYP3A13, CYP3A25, CYP3A59, CYP2C29, CYP2C39, CYP2C38, CYP2C37, CYP2C69, CYP2C68, CYP2C54, GSTA2, SULT2A7, CYP2C50, CYP2E1	247	65	5496	5.477172220492059	3.0855246927363744E-5	4.407960191452025E-6	4.241906896568559E-6
GOTERM_MF_DIRECT	GO:0120319~long-chain fatty acid omega-1 hydroxylase activity	6	1.477832512315271	2.5156121833234977E-7	CYP2C37, CYP2C50, CYP2E1, CYP2C29, CYP2C39, CYP2C38	385	6	11355	29.493506493506494	1.9041373520933824E-4	1.4648603252122213E-5	1.428093685609801E-5
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	92	22.660098522167488	9.611016180487092E-7	PIGR, ERO1B, ABCD2, FLT1, ABCD3, TREH, SLC40A1, HP, AQP4, MIA3, MAGT1, VLDLR, ORM3, SERPINA6, CDH4, EDNRB, LIPC, LBP, CTSC, ABCC3, ABCG8, ST6GAL1, CERS6, ABCC2, CXADR, UGT1A1, HGF, ENTPD5, BGN, TM4SF4, TEX2, PRLR, PDIA4, STIM1, SELENOP, ADGRF5, DNAJB11, TMEM106B, MMP19, CDHR5, IGFALS, TCTA, CRELD2, SLC29A1, PPIA, ATF6, PCYOX1, APCS, ITIH3, COL13A1, ABHD2, PON1, SEL1L, LCAT, A1BG, MESD, STRA6L, HSP90B1, C3, ASIC5, PODXL, APOH, MUG1, CREG1, PLXNA2, UGT3A2, MLEC, SCAP, CHSY3, SLC17A1, APOB, UGGT1, ST3GAL1, JAM2, BTNL9, BCHE, NUS1, C1RA, GDF15, EDEM1, INHBB, SERPINA3M, LYSMD3, INHBC, AGT, SULF2, VNN1, AADAC, CES1G, HYOU1, STT3B, HRG	379	1679	11328	1.6377634004409587	0.0012179351515658743	6.093384258428816E-4	6.08377324224833E-4
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	63	15.517241379310345	1.0660992038357615E-6	ERO1B, ATP2A2, MAGT1, HERPUD1, UFL1, UBXN4, TMED7, PDIA3, PLA2G12A, GABARAPL1, CERS6, UGT1A1, ENTPD5, SIGMAR1, TEX2, PDIA6, PDIA4, PTP4A1, DNAJC3, STIM1, SELENOS, CANX, DNAJB11, CYP2E1, CRELD2, ATF6, SQSTM1, LRRC59, VCP, MGST3, DERL3, MTTP, SEL1L, MTMR9, HSD17B12, HSPA13, MESD, HSP90B1, ACAT1, PRDX4, PODXL, ORMDL2, MLEC, APOB, UGGT1, BCHE, SDF2L1, CYP2J6, HSPA5, SEC16A, EDEM1, SYVN1, A1CF, MANF, SULF2, CES1B, CES1G, HYOU1, CALR, STT3B, CRAT, RPS24, CPEB4	386	1004	11609	1.8871844229300414	4.2421770350620225E-4	6.843070886699667E-5	6.602359850484101E-5
GOTERM_BP_DIRECT	GO:2000311~regulation of AMPA receptor activity	8	1.9704433497536946	1.1011949379674038E-6	PSMD11, PSMC4, PSMD2, PSMC1, ADRM1, PSMD3, PSMC2, PSMD1	388	18	11449	13.11454753722795	0.0024669337112943612	4.1166337431014776E-4	4.079927245169231E-4
GOTERM_CC_DIRECT	GO:0005576~extracellular region	61	15.024630541871922	1.203555181077831E-6	PIGR, FLT1, HP, AQP4, IDE, VLDLR, FGF1, ORM3, SERPINA6, LIPC, LBP, CTSC, IGFBP1, PDIA3, PLA2G12A, ST6GAL1, CXADR, HGF, CYP4A10, ENTPD5, BGN, CYP4A14, PDIA6, PDIA4, SELENOP, DNAJB11, MMP19, AMY1, IGFALS, CRELD2, PPIA, APCS, ITIH3, FGL1, PON1, LCAT, A1BG, HSP90B1, C3, PRDX4, APOH, MUG1, CREG1, APOB, ST3GAL1, FGF21, BCHE, C1RA, HSPA5, GDF15, RARRES2, INHBB, SERPINA3M, INHBC, AGT, MANF, SULF2, VNN1, HYOU1, CALR, HRG	386	963	11609	1.9050705104407106	4.789005408393221E-4	6.843070886699667E-5	6.602359850484101E-5
GOTERM_BP_DIRECT	GO:0019369~arachidonate metabolic process	10	2.4630541871921183	1.6989363867801741E-6	CYP2C37, CYP2C54, CYP4A10, MGST3, CYP2C50, CYP4A14, CYP2C29, CYP2C39, CYP2D26, CYP2C38	388	35	11449	8.43078055964654	0.003803465982686993	5.443877593639901E-4	5.39533655401761E-4
UP_SEQ_FEATURE	MOTIF:Microbody targeting signal	10	2.4630541871921183	1.9744715465131646E-6	IDI1, EPHX2, ECH1, HAO1, CROT, ACNAT2, ACNAT1, CRAT, ACOT4, ACOT3	379	36	11328	8.302550571679859	0.0025005009189377203	8.345433069928976E-4	8.332269926285555E-4
GOTERM_BP_DIRECT	GO:0006082~organic acid metabolic process	7	1.7241379310344827	2.013521462824561E-6	CYP2C69, CYP2C68, CYP2J6, CYP2C54, FMO1, FMO2, ACADM	388	13	11449	15.88877874702617	0.004506149891317479	5.645410801394363E-4	5.59507276482375E-4
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	15	3.6945812807881775	3.399824771737555E-6	PDIA3, JUN, SDF2L1, HSPA5, SEC16A, SEL1L, PDIA6, PDIA4, HERPUD1, DNAJC3, UFL1, DDIT3, HYOU1, ATF6, NFE2L2	388	95	11449	4.659115572436246	0.007596817131595546	8.473118847785928E-4	8.397567186191761E-4
GOTERM_CC_DIRECT	GO:0005777~peroxisome	16	3.9408866995073892	9.72455962744248E-6	IDI1, ABCD2, ABCD3, EPHX2, ECH1, IDH2, CROT, IDE, ACNAT2, ACNAT1, TMEM135, HAO1, CRAT, ACAD10, ACOT4, ACOT3	386	120	11609	4.010017271157168	0.0038629132312762993	4.8379684146526334E-4	4.66778862117239E-4
UP_KW_LIGAND	KW-0408~Iron	28	6.896551724137931	1.1253410771489006E-5	SLC40A1, ABAT, CYP3A13, CYP3A59, CYP2C39, CYP2C38, CYP2B9, CYP2C37, CYP26B1, CYP2C54, CBS, CYP2B10, CYP2C50, AOX1, CYP2F2, HGD, CYP2J6, GLRX5, CYP4A10, CYP4A14, CYP3A25, CYP2C29, CYP2D26, CYP39A1, CYP2C69, CYP2C68, CYP2A22, CYP2E1	183	280	4586	2.5060109289617487	3.37547240853886E-4	1.688011615723351E-4	1.631744561865906E-4
GOTERM_CC_DIRECT	GO:0022624~proteasome accessory complex	7	1.7241379310344827	1.1610313970683664E-5	PSMD11, PSMC4, PSMD2, PSMC1, PSMD3, PSMC2, PSMD1	386	17	11609	12.3838768668089	0.004610271706486313	5.134338844813443E-4	4.95373396082503E-4
GOTERM_BP_DIRECT	GO:0070989~oxidative demethylation	6	1.477832512315271	1.679196307565998E-5	CYP2C69, CYP2C68, CYP2C54, CYP3A13, CYP3A25, CYP3A59	388	11	11449	16.095126522961575	0.036964197139729316	0.003766437317870534	0.003732853391719214
GOTERM_BP_DIRECT	GO:0042573~retinoic acid metabolic process	7	1.7241379310344827	1.8860518304365985E-5	CYP2C69, RDH16F2, CYP2C68, CYP26B1, CYP2C54, RDH9, ALDH1A1	388	18	11449	11.475229095074456	0.04142219060854735	0.0038458311415175365	0.003811539290055053
UP_KW_LIGAND	KW-0285~Flavoprotein	16	3.9408866995073892	2.0552150238050725E-5	DMGDH, ERO1B, NQO1, NQO2, MAOB, RETSAT, GSR, FMO1, FMO2, FMO3, AOX1, HAO1, ACADM, DUS1L, ACAD10, PCYOX1	183	109	4586	3.6785481526044017	6.163808023474937E-4	2.0552150238050724E-4	1.9867078563449032E-4
UP_KW_BIOLOGICAL_PROCESS	KW-0276~Fatty acid metabolism	15	3.6945812807881775	3.496290038131846E-5	MECR, CYP4A10, ECH1, CROT, ACNAT2, ACNAT1, ACAT1, C3, CPT2, ACADM, CYP2E1, CRAT, ACAD10, ACOT4, ACOT3	213	127	6830	3.7872906731728957	0.0033160234115008347	0.001660737768112627	0.001660737768112627
UP_KW_CELLULAR_COMPONENT	KW-0576~Peroxisome	14	3.4482758620689653	4.443858554714448E-5	IDI1, ABCD2, ABCD3, EPHX2, ECH1, CROT, ACNAT2, ACNAT1, TMEM135, HAO1, CRAT, ACAD10, ACOT4, ACOT3	358	102	10380	3.979625369700953	0.0018203636164594306	6.073273358109746E-4	5.332630265657337E-4
UP_KW_PTM	KW-0325~Glycoprotein	99	24.38423645320197	7.828861067015583E-5	ERO1B, HP, AQP4, SLC4A4, CDH4, EDNRB, LIPC, ABCG8, ST6GAL1, CXADR, HGF, ENTPD5, KRT8, TM4SF4, TEX2, PRLR, PDIA4, STIM1, SELENOP, DNAJB11, IGFALS, TCTA, PPIA, ATF6, COL13A1, ABHD2, SEL1L, A1BG, STRA6L, HSP90B1, C3, ASIC5, PODXL, APOH, MUG1, PLXNA2, MLEC, SCAP, UGT3A2, APOB, ST3GAL1, BTNL9, NUS1, EDEM1, INHBB, SERPINA3M, INHBC, VNN1, HYOU1, STT3B, HRG, NFE2L2, PIGR, ABCD2, ABCD3, FLT1, TREH, SLC40A1, MIA3, MAGT1, VLDLR, SERPINA6, ORM3, LBP, TMED7, CTSC, ABCC3, CERS6, ABCC2, UGT1A1, CHPF2, BGN, ADGRF5, MMP19, TMEM106B, CDHR5, CRELD2, SLC29A1, PCYOX1, APCS, ITIH3, PON1, LCAT, MESD, ATP5F1A, CREG1, CHSY3, SLC17A1, UGGT1, JAM2, BCHE, C1RA, MDH2, GDF15, LYSMD3, AGT, SULF2, AADAC, CES1G	320	1876	8654	1.427148853944563	0.0019553776379410692	0.0020355038774240515	0.0020355038774240515
UP_SEQ_FEATURE	MOTIF:Prevents secretion from ER	10	2.4630541871921183	8.808009974164147E-5	PDIA3, SDF2L1, HSPA5, HYOU1, CALR, MESD, PDIA6, UGGT1, PDIA4, HSP90B1	379	56	11328	5.337353938937052	0.10567897991927577	0.027921391618100345	0.027877351568229524
INTERPRO	IPR029058:AB_hydrolase_fold	13	3.201970443349754	1.0930946696044136E-4	BCHE, ABHD2, EPHX2, LCAT, ABHD17C, ACNAT2, ACNAT1, CES1B, LIPC, AADAC, CES1G, ACOT4, ACOT3	388	99	11584	3.920441528688951	0.1352200711954329	0.02421204693173776	0.024139173953764137
UP_KW_LIGAND	KW-0274~FAD	14	3.4482758620689653	1.0983670166415539E-4	DMGDH, ERO1B, NQO1, NQO2, MAOB, RETSAT, GSR, FMO1, FMO2, FMO3, AOX1, ACADM, ACAD10, PCYOX1	183	98	4586	3.580015612802498	0.0032898585418197346	8.237752624811654E-4	7.963160870651266E-4
GOTERM_CC_DIRECT	GO:0044322~endoplasmic reticulum quality control compartment	6	1.477832512315271	1.2617673850978548E-4	EDEM1, SEL1L, CANX, SYVN1, CALR, HERPUD1	386	16	11609	11.278173575129534	0.04898125936177389	0.005021834192689462	0.004845186758775762
GOTERM_MF_DIRECT	GO:0008390~testosterone 16-alpha-hydroxylase activity	4	0.9852216748768473	1.496700077188444E-4	CYP2B9, CYP2B10, CYP3A25, CYP3A59	385	4	11355	29.493506493506494	0.10712499107379314	0.008092871131654657	0.007889747549750513
GOTERM_BP_DIRECT	GO:0006631~fatty acid metabolic process	14	3.4482758620689653	1.574531669892208E-4	MECR, CYP4A10, CYP4A14, CROT, ACNAT2, ACNAT1, C3, LIPC, ACADM, CYP2E1, CRAT, ACAD10, ACOT4, ACOT3	388	117	11449	3.530839721561371	0.2975599785532709	0.029430621129735185	0.029168199184753153
GOTERM_MF_DIRECT	GO:0050660~flavin adenine dinucleotide binding	10	2.4630541871921183	2.1853247511389727E-4	DMGDH, MAOB, GSR, AOX1, FMO1, FMO2, ACADM, FMO3, DUS1L, ACAD10	385	62	11355	4.757017176372015	0.15248535709152167	0.011028605577414682	0.010751797775603747
UP_KW_PTM	KW-1015~Disulfide bond	77	18.96551724137931	2.525889877644051E-4	PIGR, ERO1B, FLT1, SRXN1, TREH, HP, CLTB, ATP2A2, ABAT, MAGT1, VLDLR, CLDN2, ORM3, EDNRB, LBP, CTSC, HTATIP2, IGFBP1, PDIA3, ST6GAL1, CXADR, HGF, ENTPD5, BGN, LSR, MAT1A, PDIA6, PRLR, PDIA4, PTP4A1, DNAJC3, NDUFS5, ADGRF5, CANX, DNAJB11, TXNIP, TMEM106B, MMP19, AMY1, IGFALS, CRELD2, APCS, COL13A1, FGL1, PON1, MTTP, SEL1L, ILDR2, LCAT, A1BG, HSP90B1, C3, PRDX4, ASIC5, APOH, MUG1, PLXNA2, APOB, ST3GAL1, JAM2, BTNL9, RANBP2, BCHE, C1RA, SYT3, GDF15, RARRES2, GSR, INHBB, INHBC, AGT, MANF, CES1B, AADAC, CES1G, CALR, HRG	320	1409	8654	1.4779054293825409	0.006295621349252212	0.0032836568409372663	0.0032836568409372663
KEGG_PATHWAY	mmu04726:Serotonergic synapse	12	2.955665024630542	2.7214831986883145E-4	CYP2C37, CYP2C69, CYP2C68, DDC, MAOB, CYP2J6, CYP2C54, CYP2C50, CYP2C29, CYP2C39, CYP2D26, CYP2C38	247	71	5496	3.760734447168843	0.0764017763670326	0.009933413675212348	0.009559209735392704
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	19	4.679802955665025	2.900110308353388E-4	BCHE, ERRFI1, ABCG8, NQO1, JUN, ABCD3, ABCC2, ABAT, GATA4, CROT, CYP2D26, SRR, ALDH1A1, HMBS, TXNIP, HMGCS2, CALR, GCLM, NFE2L2	388	211	11449	2.657094346997606	0.4782616623935737	0.050038057089512686	0.04959188627284294
GOTERM_MF_DIRECT	GO:0016887~ATP hydrolysis activity	25	6.157635467980295	2.925931078071821E-4	ATP6V1A, VCP, ABCD2, ABCD3, DDX46, ATP2A2, IDE, HSPA13, ACTB, ACTG1, HSP90B1, ATP5F1A, BTAF1, ASCC3, ATP9A, DDX17, ABCC3, ABCG8, ATP6V1G1, ABCC2, HSPA5, PSMC4, PSMC1, PSMC2, HYOU1	385	326	11355	2.261771970360927	0.19870442508216568	0.013843311413127302	0.013495857097606274
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	44	10.83743842364532	2.994452571512041E-4	PIGR, APCS, ITIH3, FGL1, PON1, HP, LCAT, A1BG, IDE, FGF1, ORM3, SERPINA6, C3, LIPC, CREG1, APOH, MUG1, LBP, APOB, ST3GAL1, FGF21, IGFBP1, BCHE, ST6GAL1, C1RA, PLA2G12A, CXADR, GDF15, ENTPD5, RARRES2, BGN, INHBB, SERPINA3M, INHBC, AGT, MANF, SULF2, SELENOP, MMP19, AMY1, IGFALS, CALR, HRG, PPIA	358	725	10380	1.7596609516470816	0.012204013638188571	0.003069313885799842	0.002695007314360837
GOTERM_BP_DIRECT	GO:0043651~linoleic acid metabolic process	6	1.477832512315271	3.378105394144036E-4	CYP2J6, CYP2C54, EPHX2, CYP4A10, CYP2C50, CYP4A14	388	19	11449	9.318231144872492	0.5313209390479894	0.050513935993767155	0.05006352194121461
GOTERM_BP_DIRECT	GO:0030970~retrograde protein transport, ER to cytosol	6	1.477832512315271	3.378105394144036E-4	VCP, SELENOS, SEL1L, SYVN1, HERPUD1, HSP90B1	388	19	11449	9.318231144872492	0.5313209390479894	0.050513935993767155	0.05006352194121461
GOTERM_MF_DIRECT	GO:0047617~fatty acyl-CoA hydrolase activity	6	1.477832512315271	3.3847618610060486E-4	ABCD2, ABCD3, ACNAT2, ACNAT1, ACOT4, ACOT3	385	19	11355	9.313738892686262	0.22606690209634084	0.015072145463421052	0.014693848549543906
UP_KW_LIGAND	KW-0521~NADP	16	3.9408866995073892	4.3701929556340933E-4	NQO1, MECR, RETSAT, CYP4A10, AKR1D1, IDH2, GSR, FMO1, FMO2, CYP4A14, FMO3, HSD17B12, SPR, CYP2E1, DUS1L, HTATIP2	183	142	4586	2.823674286154083	0.01302783788431583	0.002622115773380456	0.002534711914267774
GOTERM_BP_DIRECT	GO:0008203~cholesterol metabolic process	11	2.70935960591133	4.668834195677323E-4	ERRFI1, LIPC, FGL1, MTTP, PON1, CES1G, LCAT, SULT2A7, SCAP, VLDLR, APOB	388	83	11449	3.910663271643274	0.6491737003930458	0.06545121938065147	0.06486761510619181
GOTERM_CC_DIRECT	GO:0008540~proteasome regulatory particle, base subcomplex	5	1.2315270935960592	4.770700187271416E-4	PSMC4, PSMD2, PSMC1, PSMC2, PSMD1	386	12	11609	12.531303972366148	0.1729740230834519	0.017261260677582033	0.01665408065374749
UP_KW_CELLULAR_COMPONENT	KW-0472~Membrane	181	44.58128078817734	5.377479391118115E-4	ERO1B, ERRFI1, WWC1, AQP4, CYP3A13, CLDN2, SLC4A4, TGM1, CDH4, TMEM267, GOLGA4, EDNRB, SLC16A7, PSMD1, ACAD10, SLC25A44, SLC16A5, ABCG8, GABARAPL1, ST6GAL1, ATP6V1G1, MREG, CXADR, ENTPD5, RPSA, TM4SF4, TEX2, PDIA6, PRLR, CYP2D26, CYP39A1, TMEM254, TMEM135, F830016B08RIK, PLPP5, STIM1, SELENOS, WDFY3, CYP2E1, TCTA, STAM2, ATF6, ATP6V1A, LRRC59, MTMR2, COL13A1, RETSAT, MAOB, DCUN1D3, ABHD2, MGST3, SLC41A2, SEL1L, NEDD4L, ILDR2, UBR3, MTMR9, STRA6L, CYP2B9, ASIC5, ADAP2, UBB, PODXL, PLXNA2, MLEC, SCAP, UGT3A2, ST3GAL1, BTNL9, NUS1, SYT3, CYP2J6, SEC16A, EDEM1, CYP3A25, CYP2C29, IBTK, VNN1, NMT1, CALR, STT3B, PIGR, DOCK4, ABCD2, ABCD3, FLT1, TREH, CLTB, SLC40A1, SNX13, ATP2A2, MIA3, MAGT1, IDE, VLDLR, CYP3A59, CYP2C39, CYP2C38, HERPUD1, CYP2C37, AKAP12, UFL1, SPRED1, CYP26B1, CPT2, CYP2B10, LBP, SLC37A4, TMED7, UBXN4, RAB5IF, EIF5A, ABCC3, SMIM13, CERS6, TIMM29, ABCC2, UGT1A1, CHPF2, CYP4A10, SIGMAR1, NDUFC2, CYP4A14, LSR, PJA2, PTP4A1, RNF144B, FAM210A, FAM234B, SLC22A26, NDUFS5, ADGRF5, CANX, NDUFS4, MMP19, TMEM106B, CDHR5, SLC29A1, PDZRN3, PCYOX1, VAC14, PPM1L, SLC20A1, GOSR2, DERL3, HSD17B12, ABHD17C, SELENBP1, MROH1, ATP5F1A, HECTD1, CYP2C54, ORMDL2, CYP2C50, CHSY3, CYP2F2, SLC17A1, JAM2, ATP9A, UBQLN2, NKTR, RANBP2, BCHE, MTX3, SPRY4, SYVN1, FMO1, FMO2, LYSMD3, FMO3, CYP2C69, CYP2C68, CLCN5, APC, AADAC, CYP2A22, PSMC1, OCIAD2, PIK3AP1, SEC24D, CRAT	358	4343	10380	1.2083787305585179	0.02181219298755177	0.004409533100716854	0.003871785161605043
GOTERM_BP_DIRECT	GO:0006487~protein N-linked glycosylation	9	2.2167487684729066	5.436561779958307E-4	ST6GAL1, ENTPD5, DERL3, GFPT1, MLEC, MAGT1, STT3B, ST3GAL1, UGGT1	388	56	11449	4.742314064801178	0.7046967251128684	0.07173063572027343	0.07109104021674892
KEGG_PATHWAY	mmu00982:Drug metabolism - cytochrome P450	10	2.4630541871921183	5.654412548658403E-4	ADH4, MAOB, UGT1A1, GSTA2, MGST3, AOX1, FMO1, FMO2, CYP2E1, FMO3	247	54	5496	4.120557804768331	0.15223817018079133	0.018345427380091706	0.017654332513033458
GOTERM_CC_DIRECT	GO:0000502~proteasome complex	9	2.2167487684729066	6.107096584814664E-4	VCP, PSMD11, PSMC4, PSMD2, PSMC1, ADRM1, PSMD3, PSMC2, PSMD1	386	58	11609	4.666830444881186	0.21583568458132085	0.019760775300346964	0.019065672651591044
GOTERM_BP_DIRECT	GO:0045454~cell redox homeostasis	7	1.7241379310344827	6.165094905256057E-4	ERO1B, NQO1, PRDX4, SELENOS, DDIT3, GSR, NFE2L2	388	32	11449	6.45481636597938	0.7492395621984722	0.07682393262494076	0.07613892207991231
GOTERM_CC_DIRECT	GO:0034361~very-low-density lipoprotein particle	6	1.477832512315271	6.454524595590717E-4	SELENOS, APOH, LSR, VLDLR, APOB, PCYOX1	386	22	11609	8.20230805463966	0.22661092029509522	0.019760775300346964	0.019065672651591044
GOTERM_BP_DIRECT	GO:0006986~response to unfolded protein	8	1.9704433497536946	7.141913836439458E-4	DNAJC3, EDEM1, DDIT3, SYVN1, STT3B, UBXN4, ATF6, HERPUD1	388	45	11449	5.245819014891179	0.7986083156511041	0.07701333210074625	0.07632663275076189
GOTERM_BP_DIRECT	GO:0042572~retinol metabolic process	8	1.9704433497536946	7.141913836439458E-4	RDH16F2, ADH4, CES1B, RETSAT, RDH9, ALDH1A1, CES1G, DHRS7L	388	45	11449	5.245819014891179	0.7986083156511041	0.07701333210074625	0.07632663275076189
GOTERM_BP_DIRECT	GO:0046456~icosanoid biosynthetic process	5	1.2315270935960592	7.210343174835805E-4	CYP2C69, CYP2C68, CYP2C54, CYP4A10, CYP4A14	388	13	11449	11.349127676447264	0.8016780010161124	0.07701333210074625	0.07632663275076189
